2024-11-03 00:27:57,4,5,0.0001010894775390625,0,NVIDIA GeForce RTX 3070,47.0%,4695.0,3277.0,8192.0,35.0
2024-11-03 00:27:57,3,5,8.511543273925781e-05,0,NVIDIA GeForce GTX 1070,71.0%,7553.0,558.0,8192.0,51.0
2024-11-03 00:27:57,2,5,0.0001227855682373047,0,NVIDIA GeForce RTX 3070,59.0%,7296.0,677.0,8192.0,44.0
2024-11-03 00:27:57,1,5,0.00010800361633300781,0,NVIDIA GeForce RTX 3070,20.0%,7296.0,677.0,8192.0,49.0
2024-11-03 00:27:57,0,5,0.000308990478515625,0,Tesla P4,90.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,2,6,0.00012946128845214844,0,NVIDIA GeForce RTX 3070,59.0%,7296.0,677.0,8192.0,44.0
2024-11-03 00:27:57,4,6,8.654594421386719e-05,0,NVIDIA GeForce RTX 3070,73.0%,4695.0,3277.0,8192.0,35.0
2024-11-03 00:27:57,3,6,9.560585021972656e-05,0,NVIDIA GeForce GTX 1070,71.0%,7553.0,558.0,8192.0,52.0
2024-11-03 00:27:57,0,6,0.00012683868408203125,0,Tesla P4,90.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,4,7,8.940696716308594e-05,0,NVIDIA GeForce RTX 3070,73.0%,4695.0,3277.0,8192.0,37.0
2024-11-03 00:27:57,2,7,0.00011014938354492188,0,NVIDIA GeForce RTX 3070,52.0%,7296.0,677.0,8192.0,45.0
2024-11-03 00:27:57,3,7,9.393692016601562e-05,0,NVIDIA GeForce GTX 1070,97.0%,7553.0,558.0,8192.0,52.0
2024-11-03 00:27:57,1,7,9.655952453613281e-05,0,NVIDIA GeForce RTX 3070,51.0%,7296.0,677.0,8192.0,51.0
2024-11-03 00:27:57,0,7,0.0001277923583984375,0,Tesla P4,85.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,3,8,8.559226989746094e-05,0,NVIDIA GeForce GTX 1070,97.0%,7553.0,558.0,8192.0,52.0
2024-11-03 00:27:57,2,8,0.00011205673217773438,0,NVIDIA GeForce RTX 3070,52.0%,7296.0,677.0,8192.0,43.0
2024-11-03 00:27:57,1,8,8.606910705566406e-05,0,NVIDIA GeForce RTX 3070,51.0%,7296.0,677.0,8192.0,51.0
2024-11-03 00:27:57,0,8,0.00012493133544921875,0,Tesla P4,85.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,1,9,9.036064147949219e-05,0,NVIDIA GeForce RTX 3070,63.0%,7296.0,677.0,8192.0,52.0
2024-11-03 00:27:57,3,9,8.130073547363281e-05,0,NVIDIA GeForce GTX 1070,100.0%,7553.0,558.0,8192.0,52.0
2024-11-03 00:27:57,2,9,0.00011491775512695312,0,NVIDIA GeForce RTX 3070,52.0%,7296.0,677.0,8192.0,45.0
2024-11-03 00:27:57,4,9,8.630752563476562e-05,0,NVIDIA GeForce RTX 3070,73.0%,4695.0,3277.0,8192.0,36.0
2024-11-03 00:27:57,0,9,0.00011730194091796875,0,Tesla P4,76.0%,7012.0,594.0,7680.0,44.0
2024-11-03 00:27:57,3,10,8.535385131835938e-05,0,NVIDIA GeForce GTX 1070,100.0%,7553.0,558.0,8192.0,52.0
2024-11-03 00:27:57,4,10,8.606910705566406e-05,0,NVIDIA GeForce RTX 3070,73.0%,4695.0,3277.0,8192.0,37.0
2024-11-03 00:27:57,1,10,9.751319885253906e-05,0,NVIDIA GeForce RTX 3070,63.0%,7296.0,677.0,8192.0,52.0
2024-11-03 00:27:57,0,10,0.00012922286987304688,0,Tesla P4,76.0%,7012.0,594.0,7680.0,44.0
